,transport,traffic,roads,railway,poi,places,landuse,building,city,city_code,longitude,latitude
0,27.0,139.0,5777.0,138.0,88.0,285.0,577.0,1097.0,安庆市,340800,116.48599180000001,30.57552958
1,91.0,58.0,4752.0,351.0,99.0,141.0,983.0,1734.0,蚌埠市,340300,117.3247233,33.10928673
2,27.0,19.0,5684.0,98.0,6.0,437.0,369.0,271.0,亳州市,341600,116.1802003,33.43557233
3,16.0,117.0,2687.0,115.0,21.0,296.0,248.0,1027.0,池州市,341700,117.3641746,30.28325848
4,122.0,124.0,7117.0,336.0,120.0,427.0,1423.0,3721.0,滁州市,341100,118.10233329999998,32.54422643
5,245.0,62.0,18169.0,853.0,192.0,1143.0,1443.0,7706.0,阜阳市,341200,115.70410600000001,32.91708517
6,1203.0,418.0,24091.0,1436.0,488.0,1838.0,10371.0,6750.0,合肥市,340100,117.3550905,31.76262308
7,53.0,1.0,1932.0,257.0,24.0,71.0,179.0,177.0,淮北市,340600,116.7432627,33.72839774
8,456.0,55.0,7573.0,367.0,127.0,558.0,1243.0,1682.0,淮南市,340400,116.7680215,32.47255328
9,97.0,71.0,12781.0,334.0,772.0,3714.0,5432.0,6643.0,黄山市,341000,118.0709463,29.90653054
10,32.0,65.0,9041.0,308.0,100.0,1195.0,1265.0,867.0,六安市,341500,116.2287615,31.658921199999998
11,155.0,185.0,7089.0,510.0,157.0,1487.0,3967.0,4423.0,马鞍山市,340500,118.36520359999999,31.63860487
12,52.0,32.0,3759.0,388.0,70.0,175.0,332.0,1829.0,宿州市,341300,117.21000790000001,33.85954517
13,46.0,82.0,1754.0,202.0,104.0,139.0,321.0,930.0,铜陵市,340700,117.5556273,30.88462337
14,122.0,309.0,7014.0,351.0,71.0,506.0,1096.0,1070.0,芜湖市,340200,118.1348385,31.16236504
15,26.0,100.0,6372.0,565.0,97.0,988.0,892.0,1293.0,宣城市,341800,118.8517787,30.68569806
16,685.0,177.0,10682.0,45.0,1675.0,61.0,1169.0,11107.0,澳门特别行政区,820000,113.56216709999998,22.16290883
17,7457.0,2477.0,120351.0,7966.0,14156.0,5567.0,19892.0,81471.0,北京市,110000,116.4126385,40.18563339
18,511.0,466.0,52587.0,1681.0,1470.0,2074.0,3887.0,22685.0,福州市,350100,119.2020247,26.04786074
19,165.0,100.0,9131.0,1084.0,183.0,444.0,834.0,1413.0,龙岩市,350800,116.73893970000002,25.29315682
20,89.0,127.0,11433.0,1781.0,253.0,1004.0,2285.0,689.0,南平市,350700,118.14209579999999,27.33944484
21,215.0,244.0,17968.0,530.0,450.0,1389.0,1699.0,689.0,宁德市,350900,119.49050829999999,26.97080303
22,60.0,107.0,7497.0,129.0,109.0,227.0,1068.0,260.0,莆田市,350300,118.90110220000001,25.44334621
23,94.0,198.0,15650.0,775.0,798.0,919.0,1297.0,1484.0,泉州市,350500,118.2648574,25.19265575
24,138.0,91.0,11011.0,1003.0,113.0,525.0,899.0,2220.0,三明市,350400,117.3958118,26.29945447
25,643.0,238.0,14481.0,552.0,1179.0,123.0,1317.0,5974.0,厦门市,350200,118.12033980000001,24.66184087
26,38.0,185.0,19843.0,477.0,250.0,894.0,1147.0,1055.0,漳州市,350600,117.4538756,24.33173139
27,178.0,92.0,10300.0,396.0,152.0,1292.0,2950.0,4523.0,白银市,620400,104.62162159999998,36.61350215
28,53.0,74.0,14013.0,478.0,233.0,1834.0,3891.0,4546.0,定西市,621100,104.4529881,35.11963209
29,8.0,21.0,4325.0,1e-06,218.0,1012.0,752.0,2136.0,甘南藏族自治州,623000,102.76452579999999,34.32153236
30,19.0,27.0,1199.0,752.0,263.0,6.0,263.0,277.0,嘉峪关市,620200,98.21052423,39.82837139
31,4.0,12.0,1823.0,388.0,98.0,101.0,533.0,198.0,金昌市,620300,102.04346590000002,38.43220687
32,82.0,139.0,9487.0,810.0,783.0,348.0,1315.0,4165.0,酒泉市,620900,96.05604704,40.26035992
33,1486.0,228.0,26620.0,2696.0,2399.0,965.0,5488.0,35042.0,兰州市,620100,103.6380054,36.35519362
34,26.0,77.0,9979.0,24.0,255.0,798.0,1938.0,4202.0,临夏回族自治州,622900,103.2873444,35.62419073
35,46.0,35.0,12571.0,246.0,349.0,3039.0,2761.0,3032.0,陇南市,621200,105.22190390000002,33.59690725
36,41.0,51.0,8245.0,451.0,104.0,1100.0,1517.0,2941.0,平凉市,620800,106.6479524,35.30587369
37,56.0,49.0,9845.0,604.0,177.0,657.0,909.0,4384.0,庆阳市,621000,107.5905094,36.16249081
38,688.0,59.0,16532.0,1044.0,534.0,1607.0,5261.0,8943.0,天水市,620500,105.73778390000001,34.64732994
39,30.0,56.0,6535.0,412.0,542.0,454.0,2616.0,793.0,武威市,620600,103.0572447,38.17552027
40,39.0,91.0,4853.0,362.0,234.0,244.0,737.0,486.0,张掖市,620700,99.82270207,38.9557895
41,66.0,113.0,9599.0,124.0,342.0,1232.0,1440.0,1984.0,潮州市,445100,116.7855457,23.78554642
42,148.0,236.0,20635.0,656.0,339.0,587.0,1428.0,6471.0,东莞市,441900,113.874986,22.9345278
43,3547.0,341.0,40984.0,990.0,555.0,933.0,4323.0,5643.0,佛山市,440600,112.944453,23.00652761
44,11416.0,997.0,86357.0,4157.0,4169.0,937.0,6610.0,40572.0,广州市,440100,113.5390412,23.33085285
45,21.0,86.0,5824.0,919.0,18.0,1597.0,441.0,173.0,河源市,441600,114.9578225,24.04461582
46,693.0,196.0,16857.0,485.0,221.0,1481.0,1032.0,2332.0,惠州市,441300,114.50270259999998,23.23510341
47,1564.0,327.0,28637.0,246.0,1044.0,5953.0,10114.0,6104.0,江门市,440700,112.67255209999999,22.26739023
48,12.0,92.0,6444.0,200.0,75.0,1538.0,821.0,1264.0,揭阳市,445200,116.1197969,23.33613639
49,366.0,323.0,19680.0,511.0,559.0,3400.0,989.0,2183.0,茂名市,440900,110.9534848,22.01009072
50,704.0,180.0,18346.0,419.0,545.0,2473.0,756.0,2308.0,梅州市,441400,116.07941059999999,24.20307298
51,962.0,161.0,15614.0,719.0,295.0,2006.0,2226.0,1854.0,清远市,441800,112.87498740000001,24.31430554
52,258.0,227.0,8201.0,82.0,209.0,655.0,1290.0,6417.0,汕头市,440500,116.59556950000001,23.33031228
53,20.0,93.0,5492.0,178.0,49.0,1021.0,554.0,561.0,汕尾市,441500,115.5889047,22.875304
54,90.0,141.0,7044.0,921.0,116.0,1592.0,541.0,559.0,韶关市,440200,113.7745134,24.82036632
55,7005.0,882.0,52171.0,1604.0,2992.0,767.0,5079.0,25440.0,深圳市,440300,114.13716840000001,22.64531697
56,29.0,88.0,5067.0,189.0,75.0,1429.0,787.0,169.0,阳江市,441700,111.7745686,22.02781209
57,227.0,272.0,7409.0,463.0,573.0,1381.0,1325.0,14166.0,云浮市,445300,111.79365890000001,22.81603286
58,56.0,215.0,15398.0,473.0,166.0,3600.0,1468.0,6255.0,湛江市,440800,110.16494009999998,21.07534974
59,304.0,144.0,11996.0,797.0,482.0,2097.0,1687.0,1076.0,肇庆市,441200,112.20533030000001,23.53770546
60,522.0,126.0,17221.0,87.0,259.0,478.0,1223.0,13282.0,中山市,442000,113.39356599999999,22.51990101
61,3250.0,297.0,16467.0,126.0,570.0,345.0,1544.0,4563.0,珠海市,440400,113.3622223,22.15191816
62,71.0,227.0,15782.0,969.0,125.0,2188.0,3881.0,15116.0,百色市,451000,106.2877601,23.98527037
63,41.0,56.0,3180.0,138.0,193.0,101.0,378.0,896.0,北海市,450500,109.33768459999999,21.66203636
64,23.0,95.0,5634.0,81.0,83.0,704.0,2109.0,768.0,崇左市,451400,107.2738385,22.50297143
65,48.0,249.0,6821.0,453.0,144.0,419.0,1879.0,14103.0,防城港市,450600,108.0128443,21.87172979
66,17.0,93.0,3959.0,225.0,20.0,854.0,696.0,188.0,贵港市,450800,109.9984528,23.30907478
67,382.0,295.0,17482.0,1022.0,1336.0,1960.0,3283.0,4208.0,桂林市,450300,110.51323670000001,25.35528295
68,26.0,119.0,8007.0,258.0,48.0,3606.0,1732.0,472.0,河池市,451200,107.84196100000001,24.64294762
69,21.0,108.0,3421.0,175.0,64.0,318.0,582.0,110.0,贺州市,451100,111.3608713,24.35975362
70,14.0,86.0,3688.0,134.0,19.0,1069.0,482.0,85.0,来宾市,451300,109.4121719,23.85392639
71,210.0,202.0,10204.0,1584.0,78.0,975.0,1887.0,1288.0,柳州市,450200,109.37084490000001,24.94742713
72,352.0,429.0,16894.0,1965.0,1507.0,1482.0,3980.0,3463.0,南宁市,450100,108.4636676,23.05718804
73,39.0,173.0,5986.0,571.0,120.0,417.0,701.0,1012.0,钦州市,450700,109.01577320000001,22.17366078
74,138.0,45.0,4341.0,576.0,59.0,462.0,2591.0,479.0,梧州市,450400,110.99042890000001,23.48093816
75,29.0,137.0,5891.0,334.0,19.0,598.0,568.0,209.0,玉林市,450900,110.18239540000002,22.44219175
76,65.0,33.0,5252.0,520.0,93.0,483.0,582.0,360.0,安顺市,520400,105.9493348,25.99552444
77,59.0,66.0,10810.0,670.0,70.0,1460.0,1080.0,2409.0,毕节市,520500,105.21465740000001,27.06746399
78,171.0,99.0,11756.0,2024.0,372.0,221.0,820.0,2939.0,贵阳市,520100,106.7069334,26.84251645
79,54.0,43.0,6060.0,1574.0,63.0,476.0,1108.0,787.0,六盘水市,520200,104.8913314,26.13609994
80,38.0,77.0,8709.0,1157.0,161.0,1957.0,1871.0,1050.0,黔东南苗族侗族自治州,522600,108.5575013,26.50558057
81,76.0,122.0,9300.0,1327.0,242.0,646.0,3275.0,670.0,黔南布依族苗族自治州,522700,107.2502757,26.01382412
82,29.0,65.0,7255.0,376.0,77.0,1093.0,932.0,716.0,黔西南布依族苗族自治州,522300,105.46418680000001,25.26539889
83,77.0,71.0,6450.0,481.0,64.0,904.0,880.0,711.0,铜仁市,520600,108.5420469,27.97107267
84,174.0,180.0,15652.0,488.0,789.0,841.0,2194.0,1847.0,遵义市,520300,107.0853274,28.16883808
85,2.0,14.0,435.0,2.0,2.0,228.0,54.0,96.0,白沙黎族自治县,469025,109.3476773,19.21145365
86,3.0,14.0,693.0,1e-06,24.0,20.0,112.0,1144.0,保亭黎族苗族自治县,469029,109.64661100000001,18.59140998
87,5.0,9.0,604.0,41.0,4.0,106.0,42.0,37.0,昌江黎族自治县,469026,108.9898588,19.22749548
88,3.0,27.0,2314.0,76.0,97.0,241.0,590.0,153.0,澄迈县,469023,109.98614099999999,19.70182656
89,8.0,20.0,2167.0,149.0,50.0,249.0,763.0,380.0,儋州市,460400,109.3862008,19.58191678
90,1e-06,16.0,633.0,1e-06,16.0,106.0,319.0,22.0,定安县,469021,110.3086113,19.48500595
91,5.0,16.0,754.0,127.0,15.0,108.0,54.0,83.0,东方市,469007,108.81502920000001,18.99781225
92,110.0,113.0,6189.0,194.0,362.0,51.0,2248.0,1660.0,海口市,460100,110.4187058,19.85391516
93,4.0,30.0,996.0,63.0,42.0,81.0,197.0,44.0,乐东黎族自治县,469027,109.02566270000001,18.64142024
94,16.0,12.0,1254.0,23.0,208.0,78.0,806.0,100.0,临高县,469024,109.7114152,19.81166656
95,44.0,30.0,2166.0,67.0,184.0,76.0,389.0,940.0,陵水黎族自治县,469028,109.94724950000001,18.55120847
96,26.0,30.0,990.0,64.0,23.0,32.0,144.0,129.0,琼海市,469002,110.4176137,19.21199099
97,2.0,5.0,875.0,1e-06,7.0,50.0,94.0,228.0,琼中黎族苗族自治县,469030,109.8504045,19.03552648
98,19.0,10.0,381.0,1e-06,106.0,10.0,91.0,823.0,三沙市,460300,113.67490890000002,9.826371128
99,515.0,130.0,5237.0,301.0,1695.0,32.0,677.0,22684.0,三亚市,460200,109.41765020000001,18.363836
100,1e-06,14.0,754.0,1e-06,31.0,216.0,201.0,141.0,屯昌县,469022,110.0515501,19.34385258
101,12.0,15.0,1126.0,164.0,40.0,34.0,36.0,164.0,万宁市,469006,110.32022020000001,18.83201297
102,5.0,40.0,1765.0,146.0,36.0,60.0,347.0,151.0,文昌市,469005,110.7843123,19.7491203
103,2.0,4.0,490.0,1e-06,5.0,39.0,98.0,37.0,五指山市,469001,109.50770130000001,18.825706399999998
104,332.0,201.0,29092.0,798.0,852.0,7274.0,3849.0,14746.0,保定市,130600,115.1711311,39.0215841
105,55.0,66.0,38167.0,917.0,16.0,5913.0,2388.0,24832.0,沧州市,130900,116.765643,38.26868205
106,108.0,52.0,10327.0,1478.0,581.0,4233.0,1221.0,3012.0,承德市,130800,117.5470245,41.34722488
107,47.0,45.0,32355.0,972.0,23.0,5076.0,1956.0,11715.0,邯郸市,130400,114.54295060000001,36.55244711
108,26.0,43.0,27398.0,308.0,2.0,4929.0,2204.0,15756.0,衡水市,131100,115.8228812,37.76257514
109,96.0,72.0,23840.0,578.0,97.0,3231.0,3155.0,8189.0,廊坊市,131000,116.62820570000001,39.25936970000001
110,209.0,122.0,6556.0,1076.0,637.0,150.0,989.0,6708.0,秦皇岛市,130300,119.18742009999998,40.0852429
111,241.0,175.0,34995.0,1410.0,453.0,3083.0,3040.0,7732.0,石家庄市,130100,114.43949380000001,38.13053735
112,609.0,270.0,25637.0,2670.0,1166.0,1866.0,6440.0,15522.0,唐山市,130200,118.33230490000001,39.70886152
113,40.0,29.0,27130.0,339.0,55.0,5233.0,1299.0,11447.0,邢台市,130500,114.8166568,37.2122495
114,272.0,251.0,28038.0,2433.0,2294.0,8503.0,10431.0,8293.0,张家口市,130700,115.03184180000001,40.86491896
115,22.0,64.0,19057.0,438.0,31.0,3399.0,1043.0,8001.0,安阳市,410500,114.35354939999999,35.87703964
116,13.0,53.0,9802.0,94.0,50.0,1053.0,1060.0,6803.0,鹤壁市,410600,114.30933,35.72306663
117,5.0,25.0,1554.0,122.0,1.0,10.0,39.0,60.0,济源市,419001,112.3924557,35.09959215
118,21.0,30.0,11320.0,465.0,12.0,762.0,940.0,4719.0,焦作市,410800,113.13181270000001,35.11257246
119,18.0,73.0,10936.0,96.0,21.0,2214.0,1344.0,6014.0,开封市,410200,114.53538710000001,34.60479893
120,2202.0,439.0,22050.0,969.0,422.0,416.0,2825.0,21442.0,洛阳市,410300,112.03177,34.29236569
121,13.0,37.0,3321.0,144.0,32.0,466.0,538.0,441.0,漯河市,411100,113.89965430000001,33.655650099999995
122,51.0,129.0,16810.0,1013.0,124.0,1832.0,10643.0,778.0,南阳市,411300,112.2834582,33.04421864
123,788.0,104.0,6111.0,734.0,399.0,667.0,797.0,1142.0,平顶山市,410400,113.01094850000001,33.79587441
124,174.0,71.0,14934.0,183.0,404.0,2925.0,1053.0,5672.0,濮阳市,410900,115.2816646,35.80874277
125,44.0,49.0,4691.0,634.0,30.0,135.0,352.0,468.0,三门峡市,411200,111.1060472,34.36107505
126,26.0,20.0,5257.0,315.0,12.0,660.0,513.0,632.0,商丘市,411400,115.69759779999998,34.2891748
127,23.0,39.0,24317.0,280.0,101.0,4052.0,1651.0,9200.0,新乡市,410700,114.0894418,35.26381432
128,64.0,177.0,12874.0,1052.0,393.0,3597.0,1339.0,3269.0,信阳市,411500,114.8835408,32.08132574
129,32.0,4.0,4335.0,200.0,18.0,1025.0,175.0,651.0,许昌市,411000,113.7096892,34.07234436
130,220.0,223.0,30489.0,3093.0,313.0,2061.0,3365.0,23587.0,郑州市,410100,113.4726362,34.6255035
131,40.0,48.0,6709.0,103.0,30.0,616.0,324.0,735.0,周口市,411600,114.8776668,33.72195465
132,102.0,78.0,5901.0,228.0,75.0,386.0,560.0,644.0,驻马店市,411700,114.1507746,32.92334957
133,22.0,40.0,5174.0,80.0,111.0,1273.0,669.0,925.0,大庆市,230600,124.69979009999999,46.34702605
134,33.0,31.0,3003.0,226.0,22.0,65.0,773.0,713.0,大兴安岭地区,232700,124.20360579999999,52.32603701
135,267.0,422.0,23254.0,1799.0,1107.0,1318.0,11234.0,7438.0,哈尔滨市,230100,127.95762739999999,45.63734134
136,8.0,10.0,1308.0,69.0,2.0,129.0,460.0,322.0,鹤岗市,230400,130.8005037,47.63981162
137,49.0,71.0,5730.0,220.0,127.0,233.0,1028.0,1392.0,黑河市,231100,126.98607450000002,49.263095899999996
138,260.0,99.0,20918.0,611.0,1498.0,544.0,7990.0,10683.0,鸡西市,230300,132.285896,45.62897775
139,47.0,26.0,7687.0,323.0,69.0,435.0,1431.0,4346.0,佳木斯市,230800,132.18289620000002,47.23461551
140,120.0,23.0,11108.0,978.0,263.0,454.0,3712.0,7012.0,牡丹江市,231000,129.88909990000002,44.59628918
141,14.0,51.0,1490.0,134.0,51.0,148.0,485.0,3996.0,七台河市,230900,130.9359208,45.87901406
142,103.0,86.0,9180.0,398.0,55.0,1309.0,1360.0,859.0,齐齐哈尔市,230200,124.54560959999999,47.69965019
143,12.0,21.0,3604.0,119.0,14.0,324.0,872.0,689.0,双鸭山市,230500,132.6111707,46.71508255
144,21.0,65.0,4311.0,229.0,35.0,336.0,2071.0,429.0,绥化市,231200,126.6459385,46.89375533
145,35.0,9.0,2049.0,255.0,7.0,246.0,365.0,183.0,伊春市,230700,129.2123818,47.81302224
146,28.0,59.0,2007.0,179.0,12.0,32.0,71.0,47.0,鄂州市,420700,114.75423130000001,30.32898334
147,19.0,65.0,6277.0,419.0,68.0,711.0,932.0,373.0,恩施土家族苗族自治州,422800,109.5494179,30.191518199999997
148,51.0,476.0,20086.0,612.0,60.0,11627.0,1737.0,4276.0,黄冈市,421100,115.33974340000002,30.7160935
149,28.0,110.0,4757.0,301.0,9.0,67.0,581.0,197.0,黄石市,420200,115.02476170000001,29.92757327
150,25.0,68.0,4235.0,256.0,93.0,114.0,388.0,366.0,荆门市,420800,112.6086664,31.07051949
151,94.0,273.0,5840.0,113.0,51.0,122.0,187.0,728.0,荆州市,421000,112.56961909999998,29.99684859
152,2.0,4.0,1338.0,28.0,6.0,21.0,26.0,44.0,潜江市,429005,112.7567307,30.33911988
153,2.0,9.0,504.0,1.0,21.0,24.0,35.0,41.0,神农架林区,429021,110.47551259999999,31.59150052
154,24.0,65.0,6851.0,729.0,49.0,255.0,469.0,1043.0,十堰市,420300,110.4412744,32.45660458
155,19.0,56.0,2575.0,356.0,14.0,86.0,154.0,83.0,随州市,421300,113.42430209999999,31.82908064
156,4.0,7.0,788.0,99.0,2.0,28.0,107.0,8.0,天门市,429006,113.11146880000001,30.645230600000005
157,1444.0,620.0,42208.0,4588.0,1415.0,8433.0,5984.0,35578.0,武汉市,420100,114.3428771,30.62404986
158,3.0,4.0,1625.0,37.0,1.0,58.0,116.0,100.0,仙桃市,429004,113.37571940000001,30.28989812
159,18.0,108.0,3662.0,259.0,14.0,141.0,296.0,273.0,咸宁市,421200,114.1753416,29.62403688
160,242.0,355.0,15712.0,1566.0,492.0,197.0,2473.0,10139.0,襄阳市,420600,111.9366605,31.93192027
161,25.0,68.0,5843.0,465.0,66.0,221.0,666.0,1441.0,孝感市,420900,113.8790061,31.11818753
162,219.0,500.0,12619.0,723.0,291.0,341.0,1829.0,4437.0,宜昌市,420500,111.1352804,30.74743374
163,23.0,125.0,9570.0,505.0,69.0,358.0,491.0,685.0,常德市,430700,111.5196482,29.29994992
164,34.0,123.0,8438.0,744.0,78.0,624.0,1339.0,4135.0,郴州市,431000,113.13634850000001,25.81447244
165,47.0,119.0,13034.0,931.0,75.0,981.0,1412.0,4776.0,衡阳市,430400,112.57418600000001,26.79428249
166,95.0,114.0,8302.0,1629.0,48.0,954.0,652.0,1284.0,怀化市,431200,110.07512709999999,27.54817525
167,25.0,76.0,5385.0,906.0,61.0,315.0,1595.0,4701.0,娄底市,431300,111.6131102,27.73901201
168,23.0,188.0,7844.0,389.0,72.0,518.0,1128.0,700.0,邵阳市,430500,110.87446659999999,26.91332644
169,46.0,65.0,4671.0,568.0,1166.0,191.0,2632.0,7065.0,湘潭市,430300,112.6029037,27.73160662
170,38.0,90.0,4104.0,390.0,281.0,749.0,541.0,446.0,湘西土家族苗族自治州,433100,109.7270331,28.69487233
171,20.0,20.0,11532.0,373.0,64.0,436.0,248.0,3703.0,益阳市,430900,111.9513217,28.57523162
172,89.0,156.0,7616.0,336.0,40.0,510.0,973.0,700.0,永州市,431100,111.7293638,25.77353031
173,667.0,352.0,13175.0,776.0,122.0,476.0,2437.0,23682.0,岳阳市,430600,113.2543192,29.06636126
174,184.0,36.0,3199.0,300.0,600.0,284.0,284.0,2507.0,张家界市,430800,110.52663909999998,29.39245758
175,301.0,285.0,21914.0,1732.0,1816.0,390.0,8474.0,31065.0,长沙市,430100,113.15299650000001,28.22714474
176,98.0,66.0,9383.0,1339.0,164.0,322.0,835.0,1055.0,株洲市,430200,113.5173744,27.11883783
177,20.0,31.0,5263.0,172.0,31.0,422.0,568.0,165.0,白城市,220800,123.01180919999999,45.34651468
178,34.0,34.0,3667.0,256.0,174.0,273.0,1686.0,574.0,白山市,220600,127.2852846,42.0696094
179,141.0,48.0,18751.0,830.0,174.0,6024.0,1361.0,2279.0,吉林市,220200,126.8432804,43.57963456
180,9.0,32.0,2229.0,79.0,28.0,128.0,688.0,551.0,辽源市,220400,125.3054884,42.81082408
181,32.0,42.0,3444.0,247.0,25.0,223.0,1034.0,265.0,四平市,220300,124.3840929,43.48353182
182,24.0,35.0,4337.0,139.0,25.0,162.0,621.0,559.0,松原市,220700,124.47682649999999,44.80129882
183,37.0,51.0,5091.0,268.0,79.0,218.0,1788.0,1501.0,通化市,220500,125.9491578,41.95618238
184,107.0,113.0,10842.0,822.0,310.0,465.0,1732.0,4069.0,延边朝鲜族自治州,222400,129.1237276,43.14200003
